facility_id,facility_name,address,citytown,state,zip_code,countyparish,telephone_number,payment_measure_id,payment_measure_name,payment_category,denominator,payment,lower_estimate,higher_estimate,payment_footnote,value_of_care_display_id,value_of_care_display_name,value_of_care_category,value_of_care_footnote,start_date,end_date,6cfce155-48b6-579e-90ed-24016c759350,resources,limit,offset,count,results,schema,keys,format,rowIds,properties
050378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,(818) 767-3310,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050378,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,SUN VALLEY,CA,91352,LOS ANGELES,(818) 767-3310,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Not Available,Not Available,,,,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,(408) 559-2011,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,243,28530.0,26194.0,31185.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,(408) 559-2011,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,519,20661.0,19585.0,21826.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,(408) 559-2011,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,528,20889.0,19843.0,21953.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050380,GOOD SAMARITAN HOSPITAL,2425 SAMARITAN DRIVE,SAN JOSE,CA,95124,SANTA CLARA,(408) 559-2011,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,137,22911.0,21299.0,24605.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,(626) 814-2468,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,122,32147.0,28600.0,35916.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,(626) 814-2468,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,222,22297.0,20550.0,24128.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,(626) 814-2468,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,450,30093.0,28394.0,31741.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,210 W  SAN BERNARDINO ROAD,COVINA,CA,91723,LOS ANGELES,(626) 814-2468,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,98,24473.0,22400.0,26663.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050390,HEMET GLOBAL MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,(951) 652-2811,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050390,HEMET GLOBAL MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,(951) 652-2811,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,88,19718.0,17712.0,21996.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050390,HEMET GLOBAL MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,(951) 652-2811,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,141,22677.0,20609.0,24662.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050390,HEMET GLOBAL MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,CA,92543,RIVERSIDE,(951) 652-2811,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
050393,PIH HEALTH DOWNEY HOSPITAL,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,(526) 904-5000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,50,26134.0,22748.0,30226.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050393,PIH HEALTH DOWNEY HOSPITAL,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,(526) 904-5000,PAYM_30_HF,Payment for heart failure patients,Less Than the National Average Payment,151,17636.0,16122.0,19317.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050393,PIH HEALTH DOWNEY HOSPITAL,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,(526) 904-5000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,130,21734.0,19797.0,23697.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050393,PIH HEALTH DOWNEY HOSPITAL,11500 BROOKSHIRE AVENUE,DOWNEY,CA,90241,LOS ANGELES,(526) 904-5000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,30,23131.0,20104.0,26562.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050394,COMMUNITY MEMORIAL HOSPITAL - VENTURA,147 NORTH BRENT STREET,VENTURA,CA,93003,VENTURA,(805) 652-5011,PAYM_30_AMI,Payment for heart attack patients,Greater Than the National Average Payment,115,34042.0,30214.0,38539.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050394,COMMUNITY MEMORIAL HOSPITAL - VENTURA,147 NORTH BRENT STREET,VENTURA,CA,93003,VENTURA,(805) 652-5011,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,215,21425.0,19818.0,23241.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050394,COMMUNITY MEMORIAL HOSPITAL - VENTURA,147 NORTH BRENT STREET,VENTURA,CA,93003,VENTURA,(805) 652-5011,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,202,22575.0,20733.0,24271.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050394,COMMUNITY MEMORIAL HOSPITAL - VENTURA,147 NORTH BRENT STREET,VENTURA,CA,93003,VENTURA,(805) 652-5011,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,108,19700.0,18216.0,21249.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93105,SANTA BARBARA,(805) 682-7111,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,223,28842.0,26286.0,31489.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93105,SANTA BARBARA,(805) 682-7111,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,533,19607.0,18558.0,20679.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93105,SANTA BARBARA,(805) 682-7111,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,485,21546.0,20397.0,22711.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050396,SANTA BARBARA COTTAGE HOSPITAL,400 WEST PUEBLO,SANTA BARBARA,CA,93105,SANTA BARBARA,(805) 682-7111,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,202,24789.0,23304.0,26446.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,81,17950.0,16008.0,20192.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,65,22160.0,19293.0,25112.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050407,CHINESE HOSPITAL,845 JACKSON ST,SAN FRANCISCO,CA,94133,SAN FRANCISCO,(415) 982-2400,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,PAYM_30_HF,Payment for heart failure patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,PAYM_30_PN,Payment for pneumonia patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,25825 SOUTH VERMONT AVENUE,HARBOR CITY,CA,90710,LOS ANGELES,(310) 325-5111,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Not Available,Not Available,,,,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,30,25672.0,21974.0,29929.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,281,18254.0,17021.0,19641.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,216,20634.0,19031.0,22223.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050414,MERCY HOSPITAL OF FOLSOM,1650 CREEKSIDE DRIVE,FOLSOM,CA,95630,SACRAMENTO,(916) 983-7400,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,60,20978.0,18951.0,23262.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,(707) 464-8880,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,(707) 464-8880,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,96,18027.0,16140.0,20212.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Worse Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,(707) 464-8880,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,171,20769.0,18969.0,22544.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050417,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,CRESCENT CITY,CA,95531,DEL NORTE,(707) 464-8880,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Greater Than the National Average Payment,47,25624.0,22725.0,28984.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 455-9100,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 455-9100,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,69,20283.0,17955.0,22914.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 455-9100,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,116,18128.0,16264.0,20007.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050424,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,LA JOLLA,CA,92037,SAN DIEGO,(858) 455-9100,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Less Than the National Average Payment,724,18490.0,17932.0,19070.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Lower Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,(916) 973-5000,PAYM_30_AMI,Payment for heart attack patients,Number of Cases Too Small,Not Available,,,,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2020,06/30/2023,,,,,,,,,,,
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,(916) 973-5000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,32,18055.0,15446.0,20934.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,(916) 973-5000,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,39,20357.0,17439.0,23277.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 MORSE AVENUE,SACRAMENTO,CA,95825,SACRAMENTO,(916) 973-5000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Not Available,Not Available,,,,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,54,27892.0,24192.0,32114.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,112,20109.0,17979.0,22282.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,316,25887.0,24174.0,27532.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050426,WEST ANAHEIM MEDICAL CENTER,3033 W ORANGE AVENUE,ANAHEIM,CA,92804,ORANGE,(714) 827-3000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,149,28370.0,25583.0,31653.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,405,20317.0,19029.0,21664.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,539,22566.0,21411.0,23675.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050438,HUNTINGTON HOSPITAL,100 W  CALIFORNIA BLVD,PASADENA,CA,91109,LOS ANGELES,(626) 397-5000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,146,23337.0,21741.0,25102.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,248,29022.0,26574.0,31681.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Better Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_30_HF,Payment for heart failure patients,Greater Than the National Average Payment,716,20789.0,19786.0,21788.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_30_PN,Payment for pneumonia patients,Greater Than the National Average Payment,590,22280.0,21175.0,23367.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Higher Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050441,STANFORD HEALTH CARE,300 PASTEUR DRIVE,STANFORD,CA,94305,SANTA CLARA,(650) 723-5708,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,558,22065.0,21249.0,22919.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,78,26123.0,23152.0,29543.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,470,18486.0,17439.0,19612.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_30_PN,Payment for pneumonia patients,Less Than the National Average Payment,505,19672.0,18700.0,20694.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Lower Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,CA,95340,MERCED,(209) 564-5000,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,Number of Cases Too Small,Not Available,,,,1,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,07/01/2020,03/31/2023,,,,,,,,,,,
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,119,28042.0,24938.0,31256.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,488,19311.0,18226.0,20460.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_30_PN,Payment for pneumonia patients,No Different Than the National Average Payment,417,21367.0,20216.0,22533.0,,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,CA,94143,SAN FRANCISCO,(415) 353-2733,PAYM_90_HIP_KNEE,Payment for hip/knee replacement patients,No Different Than the National Average Payment,396,21980.0,21025.0,22979.0,,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,07/01/2020,03/31/2023,,,,,,,,,,,
050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,PAYM_30_AMI,Payment for heart attack patients,No Different Than the National Average Payment,134,26897.0,24035.0,30049.0,,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93301,KERN,(661) 395-3000,PAYM_30_HF,Payment for heart failure patients,No Different Than the National Average Payment,191,19689.0,18055.0,21519.0,,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2020,06/30/2023,,,,,,,,,,,
